Title,Time,Stock
100 startups participate in Maxis' Market Access Day | The Edge Markets,2019-12-12T23:50:12+08:00,maxis 
UMW Toyota’s pre-owned vehicles division rebranded as Toyota TopMark | The Edge Markets,2017-08-14T16:48:43+08:00,umw 
"UMW trending sideways, says AllianceDBS Research | The Edge Markets",2018-05-02T05:59:55+08:00,umw 
"UMWOG active, up 5.17% after CIMB Research forecasts FY18 profit | The Edge Markets",2018-04-11T11:07:02+08:00,cimb 
UMW-OG bags three-year contract to provide drilling HWU for Petronas Carigali | The Edge Markets,2018-03-12T19:37:56+08:00,umw 
UMW-OG bags US$6.8m job from ConocoPhillips Sarawak | The Edge Markets,2017-12-04T19:36:17+08:00,umw 
UMW-OG down 4.9% following research house downgrade | The Edge Markets,2018-01-17T15:58:55+08:00,umw 
UMW-OG expects rig utilisation rate to remain high in 2018 | The Edge Markets,2017-08-25T20:35:00+08:00,umw 
UMW-OG gets 3-year umbrella contract from Petronas | The Edge Markets,2018-01-16T18:36:29+08:00,umw 
UMW-OG proposes name change to Velesto Energy | The Edge Markets,2018-04-06T10:27:54+08:00,umw 
UMW-OG proposes name change to Velesto Energy | The Edge Markets,2018-04-05T22:29:25+08:00,umw 
"UMW-OG reports lower 2Q losses, bags RM113m contract | The Edge Markets",2017-08-22T20:15:48+08:00,umw 
"UMW-OG revenue up in 2Q, driven by higher rig utilisation | The Edge Markets",2017-08-24T10:27:28+08:00,umw 
UMW-OG rights shares oversubscribed — but only 64% valid for acceptance | The Edge Markets,2017-10-17T20:29:53+08:00,umw 
UMW-OG rights shares suppressed as deadline ends | The Edge Markets,2017-10-03T10:11:58+08:00,umw 
UMW-OG rights shares suppressed as deadline looms | The Edge Markets,2017-10-02T11:59:10+08:00,umw 
"UMWOG, Sapura Energy active, extend gains from solid crude oil prices | The Edge Markets",2018-01-05T13:19:02+08:00,sapnrg 
UMW-OG sees first quarterly profit | The Edge Markets,2017-11-28T11:36:00+08:00,umw 
UMW-OG trading rights issue valued at four sen per share | The Edge Markets,2017-09-12T10:52:26+08:00,umw 
UMW’s aerospace unit to start contributing in FY19 | The Edge Markets,2018-01-11T09:58:45+08:00,umw 
UMW’s buy of MBM Resources hits a snag | The Edge Markets,2018-03-27T09:44:07+08:00,umw 
UMW’s buy of MBM Resources hits a snag | The Edge Markets,2018-03-27T09:44:07+08:00,mbmr 
UMW’s FY18-FY19E earnings seen slightly better | The Edge Markets,2017-11-30T10:49:43+08:00,umw 
"UMW’s offer for MBMR stake ‘not reasonable’, says Med-Bumikar | The Edge Markets",2018-04-10T15:00:00+08:00,umw 
UMW’s Perodua pursuit sparks legal tussle | The Edge Markets,2018-05-14T17:00:00+08:00,umw 
UMW’s pursuit of Perodua clears another hurdle | The Edge Markets,2018-04-26T08:52:44+08:00,umw 
"UMW’s RM2b perpetual sukuk rated A1 by RAM, remains on Rating Watch pending outcome of proposed acquisitions | The Edge Markets",2018-04-20T20:48:22+08:00,umw 
‘An unattractive offer for MBM Resources’ | The Edge Markets,2018-03-13T08:29:52+08:00,mbmr 
Uncertain outlook seen for Gamuda’s key divisions | The Edge Markets,2018-05-31T10:54:09+08:00,gamuda 
Uncertainty looms over MSM | The Edge Markets,2018-08-14T15:00:00+08:00,msm 
Unchanged tariffs under TPA seen as a positive for Petronas Gas | The Edge Markets,2018-01-17T10:16:01+08:00,petgas 
"Underachievers continue to trump overachievers in 3Q17, says CIMB Research | The Edge Markets",2017-12-05T08:37:23+08:00,cimb 
"Underperforming mid- and small cap stocks will shine, says CIMB Research | The Edge Markets",2018-03-15T12:48:18+08:00,cimb 
"Undeterred, UMW extends MBM Resources offer for another six months | The Edge Markets",2018-04-27T20:07:46+08:00,umw 
"Undeterred, UMW extends MBM Resources offer for another six months | The Edge Markets",2018-04-27T20:07:46+08:00,mbmr 
Unexciting earnings outlook seen for TSH Resources in near term | The Edge Markets,2018-05-25T11:00:03+08:00,tsh 
"Unfazed by increased debt, Pestech aims to be ‘Malaysian Siemens’ | The Edge Markets",2017-09-20T14:00:00+08:00,pestech 
Unimech appoints psychologist to head its board | The Edge Markets,2018-03-15T19:00:04+08:00,unimech 
Unisem 2Q net profit falls 26% y-o-y to RM31.14m | The Edge Markets,2018-08-03T10:30:30+08:00,unisem 
Unisem 2Q net profit falls 26% y-o-y to RM31.14m | The Edge Markets,2018-08-02T13:40:26+08:00,unisem 
"Unisem 3Q net profit up 4.7% on higher sales, better forex rate | The Edge Markets",2017-11-02T10:06:45+08:00,unisem 
"Unisem 3Q net profit up 4.7% on higher sales, better forex | The Edge Markets",2017-11-01T13:40:10+08:00,unisem 
Unisem 4Q net profit drops 38% to RM32.02mil | The Edge Markets,2018-02-22T19:28:17+08:00,unisem 
"Unisem active, up 4.38% on takeover offer | The Edge Markets",2018-09-13T09:18:55+08:00,unisem 
"Unisem, Asia Media, Microlink, Reach Energy, Sanbumi | The Edge Markets",2018-09-13T13:16:44+08:00,amedia 
"Unisem, Asia Media, Microlink, Reach Energy, Sanbumi | The Edge Markets",2018-09-13T13:16:44+08:00,unisem 
"Unisem, Asia Media, Microlink, Reach Energy, Sanbumi | The Edge Markets",2018-09-13T13:16:44+08:00,reach 
"Unisem, Asia Media, Microlink, Reach Energy, Sanbumi | The Edge Markets",2018-09-13T13:16:44+08:00,sanbumi 
Unisem to up capex on rising demand | The Edge Markets,2017-10-05T10:41:19+08:00,unisem 
Unisem chairman and Chinese partner launch takeover bid at RM3.30 per share | The Edge Markets,2018-09-12T19:18:22+08:00,unisem 
Unisem down 3.09% on lower 2Q earnings | The Edge Markets,2018-08-03T09:29:27+08:00,unisem 
Unisem falls 6.8% on weaker 4Q profit | The Edge Markets,2018-02-23T16:13:44+08:00,unisem 
Unisem falls 9.46% after 1Q earnings slump 87% | The Edge Markets,2018-04-25T09:17:40+08:00,unisem 
Unisem falls as much as 3.9% on profit taking after 2Q results | The Edge Markets,2017-08-09T11:59:03+08:00,unisem 
"Unisem gains 2.62% on upgrade, higher target price | The Edge Markets",2017-08-04T09:31:27+08:00,unisem 
"Unisem, Globetronics, Minetech, Lotte Chemical Titan, Sarawak Consolidated, Westports, CMMT, Tasek, IHH and Eka Noodles | The Edge Markets",2018-04-24T23:10:34+08:00,tasek 
"Unisem, Globetronics, Minetech, Lotte Chemical Titan, Sarawak Consolidated, Westports, CMMT, Tasek, IHH and Eka Noodles | The Edge Markets",2018-04-24T23:10:34+08:00,unisem 
"Unisem, Globetronics, Minetech, Lotte Chemical Titan, Sarawak Consolidated, Westports, CMMT, Tasek, IHH and Eka Noodles | The Edge Markets",2018-04-24T23:10:34+08:00,wprts 
"Unisem, Globetronics, Minetech, Lotte Chemical Titan, Sarawak Consolidated, Westports, CMMT, Tasek, IHH and Eka Noodles | The Edge Markets",2018-04-24T23:10:34+08:00,eka 
Unisem maintains stock sell-off overly dramatic | The Edge Markets,2018-04-26T08:55:32+08:00,unisem 
"Unisem may rebound further, says RHB Retail Research | The Edge Markets",2018-08-13T08:35:24+08:00,unisem 
"Unisem may rebound further, says RHB Retail Research | The Edge Markets",2018-07-03T08:28:05+08:00,unisem 
Unisem PDT and IDSS trading halted for rest of day | The Edge Markets,2018-04-25T13:03:17+08:00,unisem 
Unisem rises after John Chia increases stake | The Edge Markets,2018-01-15T15:16:04+08:00,cihldg 
Unisem rises after John Chia increases stake | The Edge Markets,2018-01-15T15:16:04+08:00,unisem 
Unisem set to grow topline in 2QFY18 | The Edge Markets,2018-04-25T16:01:36+08:00,unisem 
Unisem turnover expected to pick up in 2Q | The Edge Markets,2018-04-26T10:59:15+08:00,unisem 
"Unisem's 1Q earnings slump 87% with unfavourable exchange rate, lower margins | The Edge Markets",2018-04-24T20:10:47+08:00,unisem 
Unit of Malaysia's Axiata cancels Pakistan telecom tower deal | The Edge Markets,2018-09-18T14:20:04+08:00,axiata 
United Malacca confident of finalising Sulawesi land buy | The Edge Markets,2017-10-02T08:41:29+08:00,umcca 
United Malacca cut to market perform at Kenanga | The Edge Markets,2017-12-19T10:23:41+08:00,umcca 
United Malacca FY18 production growth to remain high | The Edge Markets,2017-08-04T10:35:36+08:00,umcca 
United Malacca inks deal to buy controlling stake in Sulawesi plot | The Edge Markets,2017-10-17T23:08:17+08:00,umcca 
United Malacca sees continued FFB growth on higher mature acreage | The Edge Markets,2018-07-02T10:43:48+08:00,umcca 
United Malacca warns annual profit will be 'substantially lower' as 3Q earnings fall 40% | The Edge Markets,2018-03-22T20:06:04+08:00,umcca 
United Malacca warns of 'significantly lower' FY19 profit after annual earnings shrank 43% | The Edge Markets,2018-06-28T21:10:58+08:00,umcca 
United Malacca warns of ‘substantially lower’ annual profit as 3Q earnings fall | The Edge Markets,2018-03-23T09:58:19+08:00,umcca 
United Malacca’s crop base diversification to reduce earnings volatility | The Edge Markets,2017-10-20T10:29:38+08:00,umcca 
"United Plantations 2Q net profit up 52% on higher production, average selling prices | The Edge Markets",2017-07-31T19:08:01+08:00,utdplt 
United Plantations 2Q net profit falls 22% on lower revenue | The Edge Markets,2018-08-20T18:26:21+08:00,utdplt 
"United Plantations 3Q profit up 18.8%, declares dividends | The Edge Markets",2017-11-13T20:02:32+08:00,utdplt 
United Plantations 3Q profit up 19%; company declares 30% dividend | The Edge Markets,2017-11-14T10:03:14+08:00,utdplt 
United Plantations declares dividends of RM1.20/share | The Edge Markets,2018-02-26T11:34:17+08:00,utdplt 
UOA Development 2Q net profit up 33.34% to RM165.65 mil | The Edge Markets,2017-08-23T13:55:17+08:00,uoadev 
UOA Development 3Q net profit down 18% on higher expenses | The Edge Markets,2017-11-21T19:57:21+08:00,uoadev 
UOA Development acquires land in Sri Petaling for RM61m for mixed development | The Edge Markets,2018-02-23T19:24:06+08:00,uoadev 
UOA Development director Alan Charles Winduss redesignated as chairman | The Edge Markets,2018-05-23T14:35:51+08:00,uoadev 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,ijmplnt 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,genp 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,genting 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,ijm 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,magnum 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,huayang 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,hsplant 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,uems 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,uoadev 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,econbhd 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,d&o 
"UOA Development, Hua Yang, UEM Sunrise, IHH, Hap Seng Plantations, TH Heavy, IJM Corp, Magnum, Econpile, IJM Plantations, Dayang, Genting Plantations and D&O Green Technologies | The Edge Markets",2017-08-23T23:51:10+08:00,thheavy 
UOA Development likely to switch earnings drivers for FY19 | The Edge Markets,2018-02-27T10:50:06+08:00,uoadev 
UOA Development lines up RM1.37b worth of new launches for FY18 | The Edge Markets,2018-02-23T11:13:19+08:00,uoadev 
UOA Development ups stake in property developer firm for RM159.5m | The Edge Markets,2017-12-05T10:16:11+08:00,uoadev 
UOA Development ups stake in property developer firm for RM159.5m | The Edge Markets,2017-12-04T20:29:53+08:00,uoadev 
UOA Development's 1Q net profit falls with lower profit margins | The Edge Markets,2018-05-24T18:36:57+08:00,uoadev 
UOA REIT 1Q rental income remains flat at RM14.7m | The Edge Markets,2018-05-22T18:18:17+08:00,uoareit 
UOA REIT 4Q rental income falls 40% to RM8.98m | The Edge Markets,2018-01-24T21:27:30+08:00,uoareit 
UOA REIT mulls formation of sub-MCs at its properties to avoid disputes | The Edge Markets,2018-09-04T19:34:18+08:00,uoareit 
UOA REIT to sell Wisma UOA Pantai to CIMB Bank for RM120m | The Edge Markets,2018-06-08T19:35:07+08:00,cimb 
UOA REIT to sell Wisma UOA Pantai to CIMB Bank for RM120m | The Edge Markets,2018-06-08T19:35:07+08:00,uoareit 
"UOB, CIMB, Maybank all have 'buy' for SingPost; Alibaba's stake still in the red | The Edge Markets",2018-02-05T15:06:45+08:00,cimb 
UOB Kay Hian downgrades Astro Malaysia to hold; price target RM1.90 | The Edge Markets,2018-08-15T16:20:29+08:00,astro 
UOB Kay Hian downgrades Malaysia Marine and Heavy Engineering | The Edge Markets,2018-05-07T12:19:39+08:00,mhb 
UOB Kay Hian upgrades Genting Plantations to hold | The Edge Markets,2017-10-11T12:14:27+08:00,genp 
UOB Kay Hian upgrades Genting Plantations to hold | The Edge Markets,2017-10-11T12:14:27+08:00,genting 
UOB Kay Hian upgrades Public Bank to buy; price target RM25.20 | The Edge Markets,2018-06-22T10:53:04+08:00,pbbank 
UOB sees calmer waters ahead for Genting Hongkong | The Edge Markets,2017-08-21T16:40:13+08:00,genting 
UOB stands pat on Genting Singapore amid 'unexciting' industry growth | The Edge Markets,2017-07-31T13:40:49+08:00,genting 
UOBKayHian raises target price for Scientex to RM8.50 | The Edge Markets,2018-02-21T05:33:45+08:00,scientx 
Upping offer only way for MBM Resources buyout to happen | The Edge Markets,2018-04-04T08:59:25+08:00,mbmr 
"US dollar sales push Unisem 2Q earnings to RM42.09m, declares 3.5 sen dividend | The Edge Markets",2017-08-08T14:18:24+08:00,unisem 
U.S. Judge Says Initial Coin Offering Covered by Securities Law | The Edge Markets,2018-09-12T05:55:30+08:00,cihldg 
"U.S. tariffs on solar imports may erode Malaysia’s market share, says CIMB Research | The Edge Markets",2018-01-25T05:52:18+08:00,cimb 
US trade war claims first Malaysian victim in Pantech | The Edge Markets,2018-07-26T20:20:34+08:00,pantech 
US trade war claims Pantech as victim | The Edge Markets,2018-07-27T09:56:43+08:00,pantech 
"US-China bilateral friction may persist until US Nov elections, says Manulife Asset Management | The Edge Markets",2018-07-20T11:31:46+08:00,manulfe 
US-China trade tensions is net negative for Malaysia — CIMB | The Edge Markets,2018-08-14T16:05:22+08:00,cimb 
"Utusan, Media Prima, Hartalega, Matrix, Enra, Star, TNB, CMSB, Southern Steel and KKB | The Edge Markets",2018-05-16T00:53:47+08:00,media 
"Utusan, Media Prima, Hartalega, Matrix, Enra, Star, TNB, CMSB, Southern Steel and KKB | The Edge Markets",2018-05-16T00:53:47+08:00,harta 
"Utusan, Media Prima, Hartalega, Matrix, Enra, Star, TNB, CMSB, Southern Steel and KKB | The Edge Markets",2018-05-16T00:53:47+08:00,ssteel 
"Utusan, Media Prima, Hartalega, Matrix, Enra, Star, TNB, CMSB, Southern Steel and KKB | The Edge Markets",2018-05-16T00:53:47+08:00,enra 
Utusan Melayu 2Q net loss down 34% on lower total costs | The Edge Markets,2017-08-14T19:07:39+08:00,utusan 
Utusan Melayu 2Q net loss narrows on lower operating costs | The Edge Markets,2017-08-15T10:03:58+08:00,utusan 
Utusan Melayu agrees to settle Anwar's defamation suit | The Edge Markets,2018-08-30T00:55:19+08:00,utusan 
Utusan Melayu gets CDRC help to mediate with its financiers | The Edge Markets,2018-08-30T18:31:07+08:00,utusan 
"Utusan Melayu managing director, editor-in-chief resign | The Edge Markets",2018-07-27T09:55:01+08:00,utusan 
"Utusan Melayu managing director, editor-in-chief resign | The Edge Markets",2018-07-26T20:50:10+08:00,utusan 
Utusan Melayu narrows net loss in 2Q | The Edge Markets,2018-08-28T10:38:37+08:00,utusan 
Utusan Melayu net loss narrows in 2Q | The Edge Markets,2018-08-27T20:50:24+08:00,utusan 
Utusan Melayu returns to profit in 3Q on disposal gain | The Edge Markets,2017-11-30T21:02:50+08:00,utusan 
"Utusan, Petrol One, Eita Resources, Gadang, Dayang Enterprise, PetDag, Allianz, United Plantations, E&O, Velesto Energy, Amway and Rex Industry | The Edge Markets",2018-08-20T23:41:10+08:00,utdplt 
"Utusan, Petrol One, Eita Resources, Gadang, Dayang Enterprise, PetDag, Allianz, United Plantations, E&O, Velesto Energy, Amway and Rex Industry | The Edge Markets",2018-08-20T23:41:10+08:00,dayang 
"Utusan, Petrol One, Eita Resources, Gadang, Dayang Enterprise, PetDag, Allianz, United Plantations, E&O, Velesto Energy, Amway and Rex Industry | The Edge Markets",2018-08-20T23:41:10+08:00,eita 
"Utusan, Petrol One, Eita Resources, Gadang, Dayang Enterprise, PetDag, Allianz, United Plantations, E&O, Velesto Energy, Amway and Rex Industry | The Edge Markets",2018-08-20T23:41:10+08:00,amway 
"Utusan, Petrol One, Eita Resources, Gadang, Dayang Enterprise, PetDag, Allianz, United Plantations, E&O, Velesto Energy, Amway and Rex Industry | The Edge Markets",2018-08-20T23:41:10+08:00,gadang 
"Utusan, Petrol One, Eita Resources, Gadang, Dayang Enterprise, PetDag, Allianz, United Plantations, E&O, Velesto Energy, Amway and Rex Industry | The Edge Markets",2018-08-20T23:41:10+08:00,rex 
Uzma bags another umbrella contract from Petronas Carigali | The Edge Markets,2018-01-11T19:17:49+08:00,uzma 
Uzma bags three-year umbrella contract from Petronas Carigali | The Edge Markets,2018-03-01T18:04:43+08:00,uzma 
Uzma bags two-year umbrella contract from Petronas Carigali | The Edge Markets,2018-04-27T19:26:15+08:00,uzma 
Uzma dips 2.60% on downgrade to Hold | The Edge Markets,2017-11-30T09:58:32+08:00,uzma 
Uzma excited about ongoing bids for various projects | The Edge Markets,2017-09-05T10:24:23+08:00,uzma 
Uzma gets 3 umbrella contracts from Petronas Carigali | The Edge Markets,2018-01-09T18:47:40+08:00,uzma 
Uzma gets five-year umbrella contract from Petronas Carigali | The Edge Markets,2018-07-26T10:29:22+08:00,uzma 
Uzma gets five-year umbrella contract from Petronas Carigali | The Edge Markets,2018-07-25T18:45:25+08:00,uzma 
Uzma gets three umbrella contracts from Petronas Carigali | The Edge Markets,2018-01-10T10:26:38+08:00,uzma 
Uzma implements internal reorganisation | The Edge Markets,2017-12-15T19:22:57+08:00,uzma 
Uzma jumps 5.52% on landing Petronas Carigali contracts | The Edge Markets,2018-01-10T09:25:59+08:00,uzma 
"Uzma may climb higher, says RHB Retail Research | The Edge Markets",2018-03-22T08:34:18+08:00,uzma 
"Uzma may move higher, says RHB Retail Research | The Edge Markets",2018-03-05T08:35:22+08:00,uzma 
Uzma names Abdullah Karim as chairman | The Edge Markets,2018-09-03T18:40:59+08:00,uzma 
Uzma plans RM1 bil sukuk programme | The Edge Markets,2018-07-27T18:26:50+08:00,uzma 
Uzma to provide well abandonment integrated services for Petronas Carigali | The Edge Markets,2018-08-07T17:56:37+08:00,uzma 
Uzma rises 2.65% on positive technicals | The Edge Markets,2018-03-22T09:54:13+08:00,uzma 
Uzma rises 2.65% on positive technicals | The Edge Markets,2018-03-22T09:54:13+08:00,uzma 
Uzma rises 6.36% after unit gets 5-year Carigali contract | The Edge Markets,2018-07-26T09:33:18+08:00,uzma 
Uzma secures more contracts | The Edge Markets,2018-01-11T09:58:39+08:00,uzma 
Uzma secures more jobs from Petronas Carigali | The Edge Markets,2018-01-12T09:21:14+08:00,uzma 
Uzma seen to focus on bidding for high-margin jobs | The Edge Markets,2018-06-07T10:55:47+08:00,uzma 
Uzma shares rise 11% after group said it's tendering for RM7b worth of jobs | The Edge Markets,2018-06-06T16:06:42+08:00,uzma 
"Uzma taking a breather, says AllianceDBS Research | The Edge Markets",2017-09-28T06:42:11+08:00,uzma 
Uzma’s resilience yet to be noticed by investors | The Edge Markets,2018-03-20T15:00:00+08:00,uzma 
Valuations for Genting Singapore expected to trend up | The Edge Markets,2018-07-30T15:20:53+08:00,genting 
‘Various factors’ led to AirAsia calling off China LCCT plan | The Edge Markets,2018-09-04T10:08:48+08:00,airasia 
Vehicle sales up 27% in August after zero-rating of GST — MAA | The Edge Markets,2018-09-18T19:14:38+08:00,maa 
"Velesto, formerly UMW-OG, halves 2Q net loss | The Edge Markets",2018-08-20T19:18:31+08:00,umw 
"Versatile Creative active, dips 2.22% on discovery of financial irregularities | The Edge Markets",2018-07-04T09:41:27+08:00,versatl 
"Versatile Creative discovers unauthorised payments to third parties, suspends MD and CFO | The Edge Markets",2018-07-03T19:44:24+08:00,versatl 
Versatile Creative ED Andy Yap resigns for 'personal reasons' | The Edge Markets,2018-07-09T19:34:58+08:00,versatl 
Versatile Creative: Forensic audit found irregularities involving RM2.3m payments | The Edge Markets,2018-08-10T19:20:56+08:00,versatl 
"Versatile Creative MD, CFO fired; ex-Commissioner of Police joins board | The Edge Markets",2018-08-21T22:26:18+08:00,versatl 
"Versatile Creative MD, CFO served show-cause letters | The Edge Markets",2018-08-14T10:50:52+08:00,versatl 
"Versatile Creative MD, CFO served show-cause letters | The Edge Markets",2018-08-13T19:06:25+08:00,versatl 
Versatile Creative MD Wong appointed as group CEO | The Edge Markets,2017-12-06T20:33:24+08:00,versatl 
Versatile Creative MD Wong now also group CEO | The Edge Markets,2017-12-07T09:49:27+08:00,versatl 
Versatile Creative partners mobile platform developer to develop concept stores | The Edge Markets,2017-08-03T20:50:27+08:00,versatl 
Versatile Creative plans to sell 4% in Iris Corp to repay borrowings | The Edge Markets,2017-09-13T21:48:35+08:00,iris 
Versatile Creative plans to sell 4% in Iris Corp to repay borrowings | The Edge Markets,2017-09-13T21:48:35+08:00,versatl 
Versatile Creative to resume trading after releasing annual report | The Edge Markets,2018-09-14T21:05:22+08:00,versatl 
Versatile Creative says it won’t be able to publish FY18 annual report on time | The Edge Markets,2018-07-26T20:28:18+08:00,versatl 
Versatile Creative scraps plans for RM110m GDV project | The Edge Markets,2018-04-10T22:52:34+08:00,versatl 
Versatile Creative sees ‘double-digit’ FY18 revenue growth | The Edge Markets,2018-02-21T08:59:35+08:00,versatl 
Versatile Creative sells 17 mil shares in Iris Corp | The Edge Markets,2018-01-09T21:22:53+08:00,iris 
Versatile Creative sells 17 mil shares in Iris Corp | The Edge Markets,2018-01-09T21:22:53+08:00,versatl 
Versatile Creative shareholders approve appointment of 7 new directors at EGM | The Edge Markets,2018-08-30T22:42:27+08:00,versatl 
Versatile Creative shares to be suspended after failing to submit annual report | The Edge Markets,2018-08-07T21:14:58+08:00,versatl 
Versatile Creative surges 46.43% on submitting annual report | The Edge Markets,2018-09-18T09:36:05+08:00,versatl 
"Versatile Creative suspends MD, CFO over unauthorised payments | The Edge Markets",2018-07-04T10:14:31+08:00,versatl 
Versatile Creative: Unauthorised payments probe won't impact our ops | The Edge Markets,2018-07-06T18:18:24+08:00,versatl 
Versatile Creative's major shareholder NSK files suit against appointment of 2 directors | The Edge Markets,2018-08-29T19:31:06+08:00,versatl 
Vertice in 50:50 partnership with Vizione to strengthen construction competencies | The Edge Markets,2018-08-14T18:25:27+08:00,vizione 
Vertice in 50:50 partnership with Vizione to strengthen construction competencies | The Edge Markets,2018-08-14T18:25:27+08:00,vertice 
Vertice and Vizione advance after JV lands RM815m contract in Penang | The Edge Markets,2018-09-04T09:28:30+08:00,vizione 
Vertice and Vizione advance after JV lands RM815m contract in Penang | The Edge Markets,2018-09-04T09:28:30+08:00,vertice 
"Vertice bags RM218.5m contract, its biggest to-date win | The Edge Markets",2018-04-03T18:21:01+08:00,vertice 
"Vertice bags RM218.5m contract, its biggest win to date | The Edge Markets",2018-04-04T10:17:23+08:00,vertice 
Vertice bags RM27m Desaru subcontract work | The Edge Markets,2018-08-28T10:44:21+08:00,vertice 
Vertice bags RM27m Desaru subcontract work | The Edge Markets,2018-08-27T18:10:04+08:00,vertice 
Vertice bags RM59m EPCC project in Johor | The Edge Markets,2018-02-26T17:52:14+08:00,vertice 
Vertice construction unit bags RM339.86 mil SUKE project | The Edge Markets,2018-04-10T19:06:58+08:00,vertice 
Vertice denies involvement in Penang project apart from Consortium Zenith stake | The Edge Markets,2018-01-16T14:46:47+08:00,vertice 
"Vertice, Ewein deny involvement in Penang project | The Edge Markets",2018-01-17T09:05:16+08:00,vertice 
"Vertice, Ewein deny involvement in Penang project | The Edge Markets",2018-01-17T09:05:16+08:00,ewein 
Vertice falls as much as 8.82% on denying involvement in Penang mega project | The Edge Markets,2018-01-17T11:01:55+08:00,vertice 
Vertice falls into the red in FY17 after four losing quarters | The Edge Markets,2018-02-28T16:23:46+08:00,vertice 
Vertice loses RM339.86mil job for SUKE project | The Edge Markets,2018-09-14T18:58:00+08:00,vertice 
Vertice partners two local firms to pursue Sarawak projects | The Edge Markets,2018-09-12T17:39:29+08:00,vertice 
Vertice to place up to 30% of share base to raise RM62.79m | The Edge Markets,2017-12-19T20:37:27+08:00,vertice 
Vertice shares fall as much as 13.8% after MACC raids its associate Consortium Zenith | The Edge Markets,2018-01-10T16:42:24+08:00,vertice 
Vertice in talks to venture into smart hotels with Smuzcity | The Edge Markets,2018-07-05T18:52:50+08:00,vertice 
"Vertice, Tien Wah, Bina Puri, MyEG, Lee Swee Kiat, MAHB and UMW | The Edge Markets",2018-04-03T23:25:50+08:00,umw 
"Vertice, Tien Wah, Bina Puri, MyEG, Lee Swee Kiat, MAHB and UMW | The Edge Markets",2018-04-03T23:25:50+08:00,bpuri 
"Vertice, Tien Wah, Bina Puri, MyEG, Lee Swee Kiat, MAHB and UMW | The Edge Markets",2018-04-03T23:25:50+08:00,vertice 
"Vertice, Tien Wah, Bina Puri, MyEG, Lee Swee Kiat, MAHB and UMW | The Edge Markets",2018-04-03T23:25:50+08:00,leesk 
Vertice’s RM59.13 million EPCC contract withdrawn | The Edge Markets,2018-04-25T18:10:30+08:00,vertice 
Vertice’s RM59m EPCC contract withdrawn | The Edge Markets,2018-04-26T10:37:41+08:00,vertice 
Vertice-Vizione JV wins RM815m job in Penang mega infrastructure project | The Edge Markets,2018-09-03T19:05:14+08:00,vizione 
Vertice-Vizione JV wins RM815m job in Penang mega infrastructure project | The Edge Markets,2018-09-03T19:05:14+08:00,vertice 
Vincent Tan back in driver’s seat at Berjaya Corp | The Edge Markets,2017-11-02T08:46:07+08:00,bjcorp 
Vincent Tan to divest entire stake in T7 Global | The Edge Markets,2018-06-27T10:15:11+08:00,t7global 
